49,85,56,14,8,98,30
85,34,39,99,80,16,37
56,19,50,44,15,1,41
96,53,4,36,50,56,49
19,83,57,78,27,14,12
20,67,51,34,55,21,22
3,62,23,5,25,29,92
53,51,24,19,57,28,66
16,65,89,54,23,13,26
20,42,65,8,51,22,93
90,60,66,10,87,77,76
44,64,60,65,53,85,65
36,22,54,37,28,86,57
21,85,58,90,87,60,15
43,41,82,54,21,36,72
94,44,15,94,1,7,10
72,95,85,35,59,29,21
51,71,51,18,14,31,47
67,74,11,14,18,51,45
66,4,81,60,39,57,95
18,28,42,13,69,25,43
98,34,20,35,29,85,3
14,68,87,68,77,70,47
53,83,30,87,65,67,7
47,78,16,34,50,92,31
3,93,45,77,1,47,55
74,26,86,83,63,27,24
22,45,19,88,17,51,83
97,65,3,89,38,91,43
89,70,83,34,42,76,39
51,26,55,89,94,62,89
49,34,1,58,89,22,27
4,32,65,60,70,20,46
67,7,92,96,69,27,46
81,35,82,42,88,66,8
92,45,98,11,5,8,64
18,68,8,38,68,62,46
70,51,29,63,83,9,70
39,49,45,25,25,91,30
62,67,5,79,18,47,3
33,10,4,99,11,74,52
98,69,77,76,1,73,36
13,74,49,92,72,99,44
73,16,2,93,83,73,57
71,2,32,18,86,57,68
45,94,28,47,5,9,8
7,78,90,24,31,64,36
25,99,12,34,23,91,10
9,37,15,75,81,63,6
16,2,21,51,12,82,41
56,45,47,39,4,51,37
82,57,60,3,70,34,52
73,24,50,21,24,47,92
45,57,47,51,63,65,4
23,63,54,93,33,59,98
36,15,47,7,39,98,56
74,93,30,12,54,3,22
1,53,46,74,71,69,58
58,15,93,16,8,43,41
41,42,37,59,58,75,67
39,53,21,26,33,56,27
60,66,34,93,92,96,33
97,32,96,99,3,99,34
64,78,52,35,96,45,5
98,79,40,12,42,26,38
88,12,22,13,39,52,98
87,51,50,28,38,81,60
5,68,43,18,19,87,22
80,47,70,88,6,49,24
94,17,49,58,84,3,27
18,80,55,40,16,66,81
29,97,24,89,60,70,53
92,37,19,27,37,94,62
31,7,72,23,55,46,10
50,8,53,59,69,77,8
86,82,93,2,65,24,86
85,36,58,70,64,62,22
28,64,10,7,50,27,3
61,48,25,75,16,67,92
74,98,51,63,43,19,18
87,63,35,6,12,90,25
42,85,18,85,45,37,66
17,42,79,96,4,55,31
53,36,15,1,26,49,48
90,57,71,38,26,1,27
22,33,35,12,64,62,14
53,84,38,5,46,65,97
63,71,49,29,40,55,55
28,52,71,59,51,76,40
96,48,49,55,37,15,73
82,73,7,43,61,69,98
87,18,39,36,62,94,31
76,46,29,82,52,67,61
30,5,40,40,49,81,6
64,86,31,17,77,46,78
99,2,81,22,79,13,39
89,3,66,99,37,66,58
24,25,36,61,88,22,91
9,82,7,72,25,1,69
90,15,7,6,13,49,54
98,49,26,82,94,73,48
31,56,74,96,13,55,14
31,72,3,29,2,41,33
47,15,31,56,55,1,48
97,31,14,23,70,48,12
94,29,1,44,69,76,24
75,99,98,20,72,61,20
33,51,11,17,71,83,92
83,35,55,20,89,75,95
58,83,95,20,41,47,24
64,9,61,89,41,88,49
23,45,66,67,35,8,3
4,42,47,29,80,53,39
22,73,79,8,7,69,83
83,72,51,9,28,59,10
53,24,40,89,50,95,79
17,4,93,74,16,90,30
82,46,13,57,21,69,69
95,41,23,33,88,40,54
39,92,84,38,39,6,8
89,81,35,81,49,77,87
29,7,42,46,63,78,30
99,53,41,12,78,70,26
9,82,4,44,85,68,29
86,57,67,31,97,72,20
94,11,52,82,61,80,76
18,12,4,50,73,23,85
31,97,51,41,80,95,94
16,23,99,75,56,92,75
84,10,28,5,6,19,96
40,46,36,56,37,87,4
3,50,90,48,57,17,74
9,66,92,82,57,18,33
53,80,66,81,64,6,37
73,26,13,5,30,70,17
44,52,19,55,52,47,23
15,74,92,28,41,15,26
54,17,56,39,19,9,83
52,25,54,14,19,43,39
65,91,80,33,83,79,92
16,26,11,33,81,49,22
83,3,2,37,92,11,36
23,58,71,33,37,27,73
23,59,89,46,37,20,92
29,37,79,6,82,45,28
56,26,83,38,9,44,82
34,68,51,31,79,99,65
67,18,18,65,71,90,13
76,43,23,14,8,24,18
53,18,72,21,27,85,37
13,86,2,95,96,86,77
29,94,7,66,97,13,1
49,38,44,81,47,66,64
41,20,59,12,34,12,19
75,34,77,66,20,80,19
57,57,54,41,31,21,80
28,15,87,45,19,47,6
32,18,37,7,21,84,91
64,35,17,68,19,53,18
63,6,97,92,44,18,29
64,16,46,50,45,65,4
58,94,89,83,2,87,48
66,32,27,25,59,62,62
31,57,84,8,93,20,41
86,47,18,41,45,63,67
3,72,11,90,11,90,1
58,93,75,31,32,92,91
49,94,99,50,18,73,71
61,36,87,52,93,98,45
12,25,25,96,84,76,26
21,57,50,24,6,36,21
2,28,6,4,63,50,58
6,60,31,4,23,70,33
27,90,24,63,46,14,69
78,79,38,12,89,91,28
36,99,78,60,88,24,25
28,45,37,75,66,95,36
26,90,10,20,79,52,84
91,41,57,66,24,57,51
76,88,31,22,34,43,18
96,59,65,61,95,93,35
3,68,48,8,91,28,6
91,47,74,92,15,75,19
38,70,79,17,19,34,61
2,33,31,81,22,82,54
42,43,32,69,12,48,62
81,14,31,16,88,73,9
49,16,61,17,74,39,29
29,20,12,98,99,16,76
67,27,69,16,97,41,98
93,66,10,94,29,37,47
74,27,70,68,61,84,80
78,12,97,60,58,92,1
76,66,83,12,61,92,52
92,62,27,50,25,71,45
42,79,99,32,45,80,43
73,94,68,46,65,46,99
84,52,24,84,8,70,23
89,31,18,9,14,42,59
63,93,9,99,74,53,21
49,75,21,49,70,6,97
25,30,67,42,92,15,2
26,22,99,14,97,48,37
49,6,54,58,63,77,2
84,1,9,64,6,5,61
14,67,58,93,16,1,64
31,84,58,39,95,19,40
97,12,26,94,8,77,52
84,54,38,89,30,53,6
76,67,91,93,38,64,71
79,97,45,51,67,77,21
26,88,5,34,40,18,34
71,78,25,35,28,41,33
65,60,5,45,41,67,80
86,11,61,82,83,2,65
59,53,19,56,86,3,77
40,45,80,30,89,90,76
26,7,83,1,9,46,16
74,10,22,96,9,13,55
9,18,43,71,83,74,91
41,41,63,22,25,65,1
98,30,60,2,95,47,89
93,65,2,97,90,44,34
91,81,20,89,98,61,74
83,74,5,31,96,76,50
37,6,13,93,73,42,75
10,12,1,27,26,65,43
19,53,88,78,38,6,54
52,83,60,60,57,3,25
61,18,34,70,64,5,21
29,47,51,37,5,50,62
74,72,90,76,10,2,8
55,5,34,61,8,93,66
88,16,59,69,61,18,13
59,89,82,66,20,47,66
52,83,85,22,31,5,19
29,6,84,96,83,15,99
68,54,6,91,40,43,7
13,51,78,73,73,6,74
27,67,52,80,67,95,7
97,22,5,4,53,55,66
30,52,64,9,95,3,86
10,30,20,21,37,95,84
88,60,42,27,98,2,77
44,32,60,42,72,57,11
98,70,80,49,99,67,4
60,46,17,97,34,32,64
84,82,58,27,51,7,56
40,30,2,52,15,41,50
53,32,34,56,82,10,90
46,83,89,18,3,93,84
65,18,46,39,52,70,18
94,57,80,34,48,47,80
29,80,57,96,10,6,48
45,10,83,72,54,66,72
99,32,25,38,73,30,64
12,98,95,19,92,34,52
35,23,35,95,43,9,57
99,81,4,87,77,61,63
64,14,86,41,77,80,6
85,41,35,42,49,84,37
91,94,52,39,16,11,63
40,42,70,11,52,60,91
72,1,9,98,80,78,17
12,4,8,4,32,48,60
53,78,62,13,27,71,12
70,87,20,34,32,18,87
23,37,67,18,41,85,9
40,84,83,22,28,46,83
36,86,41,3,2,77,24
38,64,47,25,30,20,91
53,38,86,62,76,79,7
2,54,79,11,36,71,41
30,53,46,19,5,17,11
54,23,54,54,14,11,74
55,38,80,91,2,84,89
85,54,55,44,41,74,57
86,37,26,32,7,23,86
13,67,27,86,83,42,76
7,40,94,52,41,11,26
90,13,52,77,79,98,69
29,28,5,3,91,87,22
61,45,86,23,64,36,60
45,96,42,27,51,67,6
68,37,95,60,93,6,72
49,27,61,87,43,5,25
45,75,31,85,84,36,10
89,20,94,12,57,33,61
24,95,93,86,94,56,1
36,4,77,24,28,98,87
54,80,34,10,87,23,2
65,40,63,14,24,25,90
91,89,60,89,91,14,64
4,15,32,66,70,1,50
61,5,23,7,80,84,61
43,58,29,18,58,23,70
33,98,41,95,22,21,85
31,58,18,62,78,49,52
77,67,6,70,48,30,91
82,85,83,87,34,93,16
93,7,56,5,73,88,40
99,82,25,83,47,66,46
49,65,61,48,68,64,84
88,92,40,47,39,85,9
57,96,12,77,22,32,8
73,88,31,52,88,40,52
7,43,78,13,29,73,46
17,21,97,88,39,94,40
98,62,46,89,36,20,21
74,35,20,22,27,83,55
11,34,51,46,10,83,99
71,84,95,57,66,73,74
5,47,41,94,73,81,3
18,71,14,22,8,72,99
15,68,65,7,67,22,22
25,54,95,87,79,42,16
92,92,37,46,32,85,26
75,83,2,8,69,97,85
41,10,37,50,19,42,35
51,56,88,86,46,45,66
35,14,30,35,33,63,14
69,58,15,75,87,16,24
95,88,61,21,98,37,46
30,64,60,37,91,34,91
54,4,78,84,47,65,99
67,11,92,44,61,62,90
24,55,60,49,31,68,73
89,62,77,43,34,2,62
80,36,53,91,28,68,25
28,4,15,44,91,1,13
86,54,62,8,41,73,21
20,5,94,2,64,38,57
66,28,35,41,97,80,64
48,65,94,32,57,38,1
93,32,49,3,18,64,90
16,12,94,4,39,53,91
39,47,99,68,10,67,3
32,7,76,29,35,65,83
57,5,50,18,97,14,10
31,79,26,39,43,14,36
65,2,64,98,84,88,96
92,81,49,2,68,33,65
63,96,68,1,26,86,83
31,27,87,25,31,31,4
55,6,49,46,3,49,18
64,74,37,94,59,18,29
76,97,33,33,94,44,41
79,39,96,23,65,7,84
64,59,23,35,70,26,59
44,4,32,25,57,91,86
80,4,95,57,46,99,70
63,42,58,4,80,82,43
57,32,68,86,11,32,75
11,41,91,37,19,81,25
54,7,38,83,54,80,23
33,64,55,77,55,32,93
11,99,94,89,83,55,52
46,60,12,60,43,62,48
77,83,2,91,41,45,66
76,15,35,28,54,21,48
63,52,43,40,4,69,62
36,8,68,57,75,38,75
44,22,65,6,2,33,19
77,71,49,72,11,84,61
88,95,15,62,89,79,60
86,73,66,59,50,18,15
49,31,58,65,12,69,40
71,57,95,33,4,68,24
85,30,91,84,12,1,11
26,46,8,3,53,64,67
40,42,39,46,74,51,59
91,13,7,69,45,22,12
38,69,43,83,23,39,95
48,30,86,12,81,6,11
36,32,90,53,54,64,21
32,78,15,97,60,93,60
66,33,33,12,20,49,87
57,18,95,78,7,91,98
35,40,79,18,73,28,54
97,5,98,72,9,53,81
98,4,5,31,98,47,14
94,20,83,71,92,93,5
55,32,28,25,60,70,84
5,94,7,14,79,84,70
4,31,93,60,54,57,5
39,3,9,18,28,60,89
21,8,36,51,83,5,14
96,64,25,58,83,52,3
58,9,10,21,90,3,68
25,18,70,82,79,42,25
28,40,78,95,94,13,66
80,11,46,60,40,69,91
42,1,16,83,83,16,53
34,70,65,35,54,1,43
18,74,38,26,59,68,67
73,95,14,80,3,3,32
73,81,18,92,19,48,97
24,12,76,26,92,75,97
4,31,13,86,94,32,21
85,9,50,46,40,1,42
86,8,16,76,37,34,87
55,20,55,36,57,72,60
21,6,40,45,19,64,23
68,71,10,79,44,73,81
18,80,68,71,77,94,31
42,84,81,59,31,7,26
96,23,60,83,16,62,42
31,34,18,57,45,30,98
18,31,65,44,89,72,8
12,96,59,38,13,10,39
65,22,66,40,73,18,7
87,65,20,42,3,31,94
37,23,59,77,81,93,56
3,84,58,47,87,42,97
73,3,16,59,42,52,25
1,34,33,32,61,91,47
70,26,17,52,2,22,65
30,36,16,43,86,21,57
69,44,39,64,54,60,72
54,14,64,77,7,46,55
26,9,5,66,18,59,76
51,5,55,11,72,95,52
45,48,30,76,63,91,7
96,31,55,73,70,38,70
76,27,17,80,28,57,64
83,26,81,41,82,68,8
23,13,12,39,47,44,46
26,14,38,51,36,27,94
56,76,88,79,43,14,90
14,7,52,29,65,64,93
89,96,12,16,72,25,22
80,82,15,82,81,1,13
77,55,27,80,16,27,18
47,75,59,23,51,40,64
25,10,73,60,6,5,5
68,24,3,95,69,7,75
37,79,19,18,33,70,16
90,24,21,45,63,74,66
37,19,64,67,86,88,55
23,98,24,33,61,3,29
18,93,11,82,15,43,8
99,40,40,45,42,28,44
25,36,16,14,48,53,62
99,38,22,83,45,70,77
21,65,24,46,1,41,52
42,12,67,24,96,83,49
45,69,56,46,62,70,5
82,11,86,20,85,30,64
31,93,9,88,35,47,50
58,66,74,96,79,81,12
91,14,66,31,15,98,96
19,87,55,56,31,75,95
84,78,42,55,85,50,52
3,96,12,70,74,11,65
54,82,95,25,20,42,30
47,56,41,41,34,28,34
47,31,23,62,46,98,7
2,56,46,17,73,46,1
18,62,39,56,96,77,98
46,45,7,19,4,27,51
55,96,70,68,28,26,77
40,74,20,3,17,27,52
46,74,9,37,69,63,92
39,2,6,71,77,68,4
36,21,2,71,41,68,10
47,59,87,7,90,28,69
57,23,76,46,40,72,46
66,91,59,8,48,8,89
93,7,51,13,21,19,18
69,84,3,74,1,65,22
99,84,24,33,83,59,72
47,37,48,10,42,21,59
98,31,40,70,16,12,88
83,36,94,81,89,29,44
51,10,40,59,74,7,73
8,16,8,55,68,49,22
85,84,30,75,58,52,24
25,96,64,5,14,14,68
86,33,68,19,1,63,12
30,81,60,39,42,43,51
58,38,89,25,2,86,76
63,49,44,81,96,7,7
19,3,67,38,32,8,88
73,18,54,8,3,66,39
74,33,20,61,20,58,24
24,54,86,35,45,71,77
6,5,57,20,6,76,39
88,81,86,10,75,46,28
92,5,3,65,2,75,47
20,21,47,61,10,31,84
87,33,89,81,65,49,51
70,19,51,22,35,10,63
97,43,77,21,10,66,26
39,88,71,71,42,40,2
52,87,11,81,39,29,23
7,37,73,73,61,59,60
5,4,71,34,16,11,78
70,97,60,93,56,34,22
97,90,5,34,38,94,1
91,87,87,6,94,95,46
17,98,87,6,70,54,53
47,15,97,10,75,84,47
59,53,69,50,55,22,37
21,62,5,64,76,77,87
26,56,94,63,64,59,67
59,22,90,70,82,71,45
59,36,53,39,64,81,39
69,84,12,73,34,58,43
46,49,66,27,91,8,11
9,4,25,51,88,73,9
40,55,39,23,43,60,18
35,38,35,45,26,72,25
43,33,79,95,83,48,61
34,38,28,14,36,34,2
82,74,65,73,73,47,73
70,15,32,12,66,62,88
33,5,74,98,20,87,82
41,68,72,87,20,29,58
17,52,73,38,34,65,26
69,86,93,37,14,95,24
21,73,96,17,95,73,78
60,86,38,9,19,54,1
91,1,69,51,6,38,47
12,3,87,91,82,55,52
89,69,24,48,94,12,97
89,51,52,81,7,46,77
67,32,57,7,33,37,94
26,78,59,18,71,20,89
67,75,37,28,54,91,72
9,93,44,88,74,95,68
84,11,6,38,88,19,77
44,48,34,58,54,49,91
43,11,40,27,63,96,60
60,6,56,52,93,73,88
60,67,71,3,8,46,84
97,55,74,94,18,75,62
10,10,49,59,4,80,96
69,15,11,22,49,66,12
89,99,47,94,15,61,35
44,41,28,99,25,7,12
71,75,44,92,77,2,6
99,22,30,27,97,37,54
5,58,50,74,81,55,37
98,96,6,73,29,37,47
38,11,86,91,23,99,66
49,95,3,64,74,60,89
32,56,60,23,54,5,36
53,97,79,99,45,10,88
95,52,36,64,32,12,5
1,4,97,52,97,85,12
22,26,63,58,25,49,11
50,93,48,6,85,84,27
94,50,95,98,81,86,89
22,85,63,21,36,69,1
7,53,97,26,4,77,28
40,1,91,49,14,93,78
84,84,38,73,58,32,63
26,37,98,10,59,10,30
50,40,18,56,50,63,94
21,94,80,93,59,91,76
95,51,97,37,58,13,55
48,72,25,13,59,26,89
49,54,84,35,60,47,6
69,25,73,23,85,64,75
61,3,27,29,22,97,88
7,77,18,15,29,76,69
55,8,1,19,3,61,90
65,6,58,53,55,82,77
39,28,65,73,42,94,15
54,51,35,85,23,43,46
38,7,42,87,97,65,58
35,40,27,81,17,27,31
51,20,70,62,45,26,44
82,84,79,73,83,21,5
84,32,15,5,89,70,93
65,96,54,2,55,77,45
92,16,15,30,56,76,75
98,48,39,24,29,65,58
38,47,57,55,49,80,59
90,26,32,65,29,45,22
82,57,74,1,47,58,8
67,83,32,75,79,79,24
18,99,6,99,66,10,4
27,42,86,13,66,14,22
2,8,88,28,69,60,80
68,65,94,29,6,49,48
53,7,32,40,30,23,36
1,24,56,55,65,60,66
55,30,51,28,27,6,41
53,88,78,96,55,65,60
92,76,56,94,33,50,69
81,26,62,55,92,97,15
90,47,88,71,46,47,5
1,7,58,26,68,41,6
83,66,21,60,46,8,32
48,65,52,47,76,92,53
80,14,42,31,35,25,71
70,17,3,66,44,67,40
77,83,24,86,79,7,64
4,30,87,52,39,78,8
86,66,60,66,55,95,17
90,11,55,56,21,76,49
74,4,43,36,63,8,63
8,98,59,68,95,87,68
41,32,38,42,38,79,18
98,12,47,15,71,23,76
84,84,1,85,23,40,37
78,34,7,40,76,31,56
7,6,24,56,96,68,99
19,74,80,50,44,82,39
69,31,23,90,6,15,93
21,14,1,50,40,19,83
70,38,13,80,64,59,61
42,96,68,20,85,16,32
81,42,28,35,56,71,41
2,25,23,11,32,51,50
27,21,34,37,21,56,35
13,61,44,69,37,49,16
32,64,72,34,47,59,8
62,76,79,54,34,94,27
97,94,16,63,61,16,90
52,32,23,19,89,1,54
13,58,25,92,34,36,81
50,31,68,99,66,26,94
29,47,36,20,48,58,89
25,57,28,43,2,90,43
1,97,23,66,4,34,49
10,20,22,72,76,34,49
67,70,82,90,94,4,92
60,61,99,70,80,73,56
40,81,18,77,30,74,20
96,62,70,76,38,66,26
1,76,94,61,44,14,79
85,51,94,17,6,36,59
81,17,58,52,44,76,30
95,83,12,67,4,14,61
17,1,20,13,87,12,85
44,27,48,25,94,5,52
95,49,38,13,32,13,54
41,78,38,99,86,33,20
31,47,37,88,17,32,30
8,20,3,38,57,79,88
90,68,17,30,86,20,23
11,10,91,13,52,90,62
31,59,11,24,14,69,40
57,29,42,76,99,11,51
7,73,77,32,26,22,56
66,92,20,46,21,42,88
17,35,94,42,84,33,32
47,21,12,75,57,36,1
79,87,53,61,62,72,58
40,76,8,58,77,46,41
74,45,65,26,42,61,28
46,88,13,70,33,85,32
53,59,84,26,8,16,24
16,31,18,2,80,62,89
87,78,76,93,7,43,83
10,50,46,20,30,36,28
37,91,89,87,11,60,77
52,18,30,77,14,36,34
78,65,85,26,68,9,24
33,33,99,57,15,25,26
26,13,61,55,76,45,13
52,49,6,85,16,65,50
84,66,65,40,99,96,40
50,50,92,48,2,85,81
80,78,45,58,23,76,51
13,96,46,41,13,55,33
83,20,95,45,62,75,42
1,94,27,69,96,92,15
72,9,5,15,20,82,25
11,31,82,52,96,50,49
66,12,39,82,98,32,46
44,21,89,7,8,14,56
1,81,2,96,36,49,84
75,18,6,37,50,99,60
76,16,47,91,17,3,20
97,53,81,49,92,71,2
7,44,17,17,32,79,48
70,79,42,8,19,54,16
73,51,63,58,1,55,57
71,36,59,35,47,85,34
93,97,49,19,30,31,24
72,13,99,9,12,46,54
76,96,83,94,62,61,99
13,82,52,32,65,73,32
63,20,6,15,51,81,96
84,30,61,29,49,84,59
6,37,58,17,38,65,3
29,97,37,76,41,87,2
68,4,81,13,64,72,27
70,64,29,78,88,11,39
39,55,15,34,78,93,75
12,81,36,30,3,13,96
15,15,39,79,80,99,46
76,98,73,67,57,77,62
92,1,37,46,42,92,1
25,64,94,37,16,91,47
39,32,67,93,93,62,10
10,14,38,51,98,72,26
61,58,34,68,99,51,12
59,94,60,75,94,81,47
67,70,78,66,32,9,40
42,10,20,60,71,77,18
22,5,25,71,89,69,28
9,16,95,34,58,41,97
44,62,27,17,81,86,41
88,67,84,17,53,1,26
44,89,82,20,88,89,36
95,77,52,85,9,14,21
14,85,41,41,24,87,86
35,99,12,70,96,2,23
94,35,4,34,55,38,32
49,42,77,20,74,49,75
49,18,12,82,39,16,12
45,28,97,17,28,86,29
18,59,22,73,23,86,69
61,17,84,40,31,11,9
68,79,96,2,60,3,34
97,74,5,3,4,24,50
32,13,16,32,29,52,90
57,50,7,89,94,21,70
40,43,1,72,74,62,45
73,88,75,16,44,67,94
64,87,37,14,56,77,89
24,63,38,4,73,21,19
48,4,59,58,73,6,68
61,7,94,71,30,9,83
91,29,68,92,41,61,29
76,92,39,51,80,29,20
7,40,34,40,35,12,82
94,98,95,98,26,13,42
43,32,55,48,7,52,72
78,44,41,76,79,84,15
25,27,20,3,52,33,62
92,43,40,44,43,68,72
13,75,35,64,58,94,15
43,1,8,92,59,91,9
21,63,86,27,11,32,57
9,56,38,35,57,87,66
83,62,38,71,89,61,46
80,26,1,92,16,56,68
76,38,73,1,92,95,63
32,22,60,70,80,17,96
32,33,46,11,96,91,81
18,90,40,40,8,75,5
72,95,37,17,1,99,38
32,48,57,48,44,53,94
72,92,1,86,56,62,68
93,78,49,36,30,8,23
91,80,31,27,1,34,47
64,42,59,58,42,40,38
28,81,49,2,25,82,44
96,69,4,17,60,75,41
36,85,71,10,73,94,42
49,37,13,77,59,53,3
44,21,7,19,70,85,76
95,64,31,36,24,70,17
25,47,33,25,97,69,1
92,16,25,83,9,54,57
7,23,30,24,14,68,93
2,82,54,17,59,61,33
74,61,90,21,55,68,9
25,43,92,8,24,62,23
91,50,70,22,80,65,12
2,23,17,46,79,30,86
17,77,49,48,99,84,21
14,25,9,49,19,28,40
65,34,87,26,58,66,13
97,66,72,91,89,85,1
71,75,92,86,66,37,91
51,75,80,4,13,51,14
36,99,24,73,1,84,9
53,36,98,52,31,5,47
33,40,48,75,26,48,39
27,82,50,45,20,91,24
17,26,66,35,53,92,31
85,92,56,32,62,95,40
38,71,56,97,22,88,19
29,90,48,85,90,8,37
98,14,20,54,89,69,91
86,13,35,10,90,57,26
87,32,20,68,31,68,70
21,60,82,36,89,75,83
81,1,7,17,54,60,35
62,23,96,45,69,71,19
64,81,83,37,12,99,5
61,63,59,67,30,27,96
62,85,72,46,93,56,20
48,87,59,90,93,24,73
48,47,85,70,13,21,29
90,73,72,48,37,36,99
61,35,41,77,20,97,56
83,62,73,23,56,71,77
56,86,50,82,84,73,76
26,34,57,74,96,22,38
56,33,6,94,98,29,10
75,76,47,16,20,74,51
64,77,91,92,41,79,49
36,7,14,18,2,86,64
13,93,86,97,60,44,81
35,96,79,31,5,57,8
91,16,64,46,99,5,4
23,34,62,17,34,4,45
36,9,98,89,71,52,87
32,29,19,85,93,28,78
29,16,3,16,51,2,3
28,62,76,77,9,19,34
84,13,30,40,98,9,18
12,19,10,83,68,10,14
17,49,70,50,8,47,43
44,82,26,4,46,73,36
72,95,28,30,81,54,28
96,15,14,74,87,65,22
70,26,7,83,17,29,87
63,19,16,79,44,40,67
58,2,70,5,30,14,92
26,53,85,79,55,97,40
7,66,52,62,62,10,84
91,49,69,92,27,71,9
49,1,48,27,10,20,43
99,86,53,96,6,46,62
71,89,86,35,1,24,89
38,26,95,84,70,14,31
50,48,73,94,87,69,76
11,37,95,80,77,92,39
57,97,23,19,99,50,26
88,4,74,72,29,11,84
41,86,92,33,37,46,89
85,61,83,52,56,25,81
92,97,21,87,50,90,38
20,37,19,61,77,94,16
89,52,23,95,13,19,51
31,50,50,17,9,26,5
42,23,53,21,63,94,67
77,62,79,43,64,59,99
98,30,27,50,64,16,50
64,53,20,58,51,5,3
84,80,27,87,70,69,83
88,7,57,1,28,52,37
27,41,83,68,13,87,32
1,33,81,99,45,30,48
89,18,96,81,90,67,66
88,84,38,18,31,91,63
83,14,55,29,32,91,73
9,96,76,48,53,44,29
85,3,72,28,7,73,28
81,7,25,67,53,51,54
77,31,71,11,78,36,29
29,57,33,16,81,61,88
88,38,41,31,32,16,52
46,69,53,80,3,2,66
90,80,80,31,79,15,18
79,54,3,2,90,86,61
75,59,38,19,67,73,19
62,49,14,44,44,78,55
9,46,68,1,58,27,51
51,3,9,83,41,56,10
53,29,53,77,2,61,29
76,93,55,76,62,52,95
1,73,89,37,32,22,92
16,13,36,19,1,18,13
13,47,93,6,58,68,24
21,47,36,32,77,14,15
82,30,81,28,95,71,98
61,95,37,24,22,29,2
88,78,97,52,85,51,81
39,47,21,60,70,56,44
